# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10M of event 'cycles:ppp'
# Event count (approx.): 17266751320924
#
# Overhead  Command     Shared Object        Symbol                                        
# ........  ..........  ...................  ..............................................
#
     0.06%  translator  perf-29433.map       [.] src_0x263184
     0.06%  translator  perf-29433.map       [.] src_0x2a3f74
     0.06%  translator  perf-29433.map       [.] src_0x193c24
     0.06%  translator  perf-29433.map       [.] src_0xc0fe4
     0.06%  translator  perf-29433.map       [.] src_0x118b0c
     0.06%  translator  perf-29433.map       [.] src_0x9defc
     0.06%  translator  perf-29433.map       [.] src_0x4bd38
     0.06%  translator  perf-29433.map       [.] src_0x192bf4
     0.06%  translator  perf-29433.map       [.] src_0x286a8
     0.06%  translator  perf-29433.map       [.] src_0x263060
     0.06%  translator  perf-29433.map       [.] src_0x193684
     0.06%  translator  perf-29433.map       [.] src_0x27078
     0.05%  translator  perf-29433.map       [.] src_0x1940f4
     0.05%  translator  perf-29433.map       [.] src_0x19b6e4
     0.05%  translator  perf-29433.map       [.] src_0x2a3f3c
     0.05%  translator  perf-29433.map       [.] src_0x1a0da4
     0.05%  translator  perf-29433.map       [.] src_0x19b724
     0.05%  translator  perf-29433.map       [.] src_0x4d634
     0.05%  translator  perf-29433.map       [.] src_0x194060
     0.05%  translator  perf-29433.map       [.] src_0x193f5c
     0.05%  translator  perf-29433.map       [.] src_0x199658
     0.05%  translator  perf-29433.map       [.] src_0x29eb94
     0.05%  translator  perf-29433.map       [.] src_0x199630
     0.05%  translator  perf-29433.map       [.] src_0x29ea24
     0.05%  translator  perf-29433.map       [.] src_0x2d558
     0.05%  translator  perf-29433.map       [.] src_0xf007c
     0.05%  translator  perf-29433.map       [.] src_0x4d650
     0.05%  translator  perf-29433.map       [.] src_0x1941c0
     0.05%  translator  perf-29433.map       [.] src_0x4bce8
     0.05%  translator  perf-29433.map       [.] src_0x119234
     0.05%  translator  perf-29433.map       [.] src_0x19b900
     0.05%  translator  perf-29433.map       [.] src_0x19bb88
     0.05%  translator  perf-29433.map       [.] src_0x193f74
     0.05%  translator  perf-29433.map       [.] src_0x1925d8
     0.05%  translator  perf-29433.map       [.] src_0x19467c
     0.05%  translator  perf-29433.map       [.] src_0x194038
     0.05%  translator  perf-29433.map       [.] src_0x192c44
     0.05%  translator  perf-29433.map       [.] src_0x19bb10
     0.05%  translator  perf-29433.map       [.] src_0xc0da4
     0.05%  translator  perf-29433.map       [.] src_0x193c08
     0.05%  translator  perf-29433.map       [.] src_0x29e978
     0.05%  translator  perf-29433.map       [.] src_0x1996c4
     0.05%  translator  perf-29433.map       [.] src_0x286b0
     0.05%  translator  perf-29433.map       [.] src_0x115904
     0.05%  translator  perf-29433.map       [.] src_0x95828
     0.05%  translator  perf-29433.map       [.] src_0x192c10
     0.05%  translator  perf-29433.map       [.] src_0x29eab0
     0.05%  translator  perf-29433.map       [.] src_0x26c94
     0.05%  translator  perf-29433.map       [.] src_0x26335c
     0.05%  translator  perf-29433.map       [.] src_0x193990
     0.05%  translator  [kernel.kallsyms]    [k] swapgs_restore_regs_and_return_to_usermode
     0.05%  translator  perf-29433.map       [.] src_0x192c4c
     0.05%  translator  perf-29433.map       [.] src_0x61520
     0.05%  translator  perf-29433.map       [.] src_0x29e95c
     0.05%  translator  perf-29433.map       [.] src_0x9d184
     0.05%  translator  perf-29433.map       [.] src_0x1936dc
     0.05%  translator  perf-29433.map       [.] src_0x1996a8
     0.05%  translator  perf-29433.map       [.] src_0x137974
     0.05%  translator  perf-29433.map       [.] src_0x19968c
     0.05%  translator  perf-29433.map       [.] src_0x199688
     0.05%  translator  perf-29433.map       [.] src_0x193c38
     0.05%  translator  perf-29433.map       [.] src_0x1192dc
     0.05%  translator  perf-29433.map       [.] src_0x19966c
     0.05%  translator  perf-29433.map       [.] src_0x29e9c8
     0.05%  translator  perf-29433.map       [.] src_0x263c40
     0.05%  translator  perf-29433.map       [.] src_0x19bad8
     0.05%  translator  perf-29433.map       [.] src_0x1192cc
     0.05%  translator  perf-29433.map       [.] src_0x1158b4
     0.05%  translator  perf-29433.map       [.] src_0x19c004
     0.05%  translator  perf-29433.map       [.] src_0x29ea78
     0.05%  translator  perf-29433.map       [.] src_0x19bcac
     0.05%  translator  perf-29433.map       [.] src_0x29e908
     0.05%  translator  perf-29433.map       [.] src_0x19b8f8
     0.05%  translator  perf-29433.map       [.] src_0x29e98c
     0.05%  translator  perf-29433.map       [.] src_0x192bcc
     0.04%  translator  perf-29433.map       [.] src_0x1941bc
     0.04%  translator  perf-29433.map       [.] src_0x1a9ff8
     0.04%  translator  perf-29433.map       [.] src_0x19b86c
     0.04%  translator  perf-29433.map       [.] src_0x194048
     0.04%  translator  perf-29433.map       [.] src_0x19a770
     0.04%  translator  perf-29433.map       [.] src_0x189ea4
     0.04%  translator  perf-29433.map       [.] src_0x19bdd0
     0.04%  translator  perf-29433.map       [.] src_0x19a768
     0.04%  translator  perf-29433.map       [.] src_0x193fb8
     0.04%  translator  perf-29433.map       [.] src_0x19c060
     0.04%  translator  perf-29433.map       [.] src_0x193a78
     0.04%  translator  perf-29433.map       [.] src_0x19a460
     0.04%  translator  perf-29433.map       [.] src_0x29ea84
     0.04%  translator  perf-29433.map       [.] src_0x193c80
     0.04%  translator  perf-29433.map       [.] src_0x19b7cc
     0.04%  translator  perf-29433.map       [.] src_0x19bb20
     0.04%  translator  perf-29433.map       [.] src_0x193a8c
     0.04%  translator  perf-29433.map       [.] src_0x199694
     0.04%  translator  perf-29433.map       [.] src_0x194018
     0.04%  translator  perf-29433.map       [.] src_0x19c06c
     0.04%  translator  perf-29433.map       [.] src_0x2df0c
     0.04%  translator  perf-29433.map       [.] src_0x19b804
     0.04%  translator  perf-29433.map       [.] src_0x1945b4
     0.04%  translator  perf-29433.map       [.] src_0x192c24
     0.04%  translator  perf-29433.map       [.] src_0x1936e8
     0.04%  translator  perf-29433.map       [.] src_0x193a94
     0.04%  translator  perf-29433.map       [.] src_0x193954
     0.04%  translator  perf-29433.map       [.] src_0x189ec4
     0.04%  translator  perf-29433.map       [.] src_0x193980
     0.04%  translator  perf-29433.map       [.] src_0x189e8c
     0.04%  translator  perf-29433.map       [.] src_0x19c040
     0.04%  translator  perf-29433.map       [.] src_0x9e69c
     0.04%  translator  perf-29433.map       [.] src_0x1945cc
     0.04%  translator  perf-29433.map       [.] src_0x61524
     0.04%  translator  perf-29433.map       [.] src_0x19bd4c
     0.04%  translator  perf-29433.map       [.] src_0x9ded0
     0.04%  translator  perf-29433.map       [.] src_0x195114
     0.04%  translator  perf-29433.map       [.] src_0x2df34
     0.04%  translator  perf-29433.map       [.] src_0x19b8b4
     0.04%  translator  perf-29433.map       [.] src_0x18453c
     0.04%  translator  perf-29433.map       [.] src_0x29ea5c
     0.04%  translator  perf-29433.map       [.] src_0x19b69c
     0.04%  translator  perf-29433.map       [.] src_0x9f444
     0.04%  translator  perf-29433.map       [.] src_0x189d28
     0.04%  translator  perf-29433.map       [.] src_0x19bfc0
     0.04%  translator  perf-29433.map       [.] src_0x29eae4
     0.04%  translator  perf-29433.map       [.] src_0x19409c
     0.04%  translator  perf-29433.map       [.] src_0x195130
     0.04%  translator  perf-29433.map       [.] src_0x9e680
     0.04%  translator  perf-29433.map       [.] src_0x194104
     0.04%  translator  perf-29433.map       [.] src_0x263c3c
     0.04%  translator  perf-29433.map       [.] src_0x19c018
     0.04%  translator  perf-29433.map       [.] src_0x119290
     0.04%  translator  perf-29433.map       [.] src_0x18c918
     0.04%  translator  perf-29433.map       [.] src_0x189d40
     0.04%  translator  perf-29433.map       [.] src_0x19bfd0
     0.04%  translator  perf-29433.map       [.] src_0x9d174
     0.04%  translator  perf-29433.map       [.] src_0x95ab4
     0.04%  translator  perf-29433.map       [.] src_0x19a480
     0.04%  translator  perf-29433.map       [.] src_0x29fe10
     0.04%  translator  perf-29433.map       [.] src_0x19b708
     0.04%  translator  perf-29433.map       [.] src_0x26508
     0.04%  translator  perf-29433.map       [.] src_0x29eaf4
     0.04%  translator  perf-29433.map       [.] src_0x193f7c
     0.04%  translator  perf-29433.map       [.] src_0x19b9c4
     0.03%  translator  perf-29433.map       [.] src_0x19bfb8
     0.03%  translator  perf-29433.map       [.] src_0x29ea68
     0.03%  translator  perf-29433.map       [.] src_0x19bde0
     0.03%  translator  perf-29433.map       [.] src_0x193c68
     0.03%  translator  perf-29433.map       [.] src_0x2a1990
     0.03%  translator  perf-29433.map       [.] src_0x19be08
     0.03%  translator  perf-29433.map       [.] src_0x603e4
     0.03%  translator  perf-29433.map       [.] src_0x2a2138
     0.03%  translator  perf-29433.map       [.] src_0x19bf98
     0.03%  translator  perf-29433.map       [.] src_0x1996b0
     0.03%  translator  perf-29433.map       [.] src_0x195144
     0.03%  translator  perf-29433.map       [.] src_0x1819c0
     0.03%  translator  perf-29433.map       [.] src_0x25354
     0.03%  translator  perf-29433.map       [.] src_0x119180
     0.03%  translator  perf-29433.map       [.] src_0x192c60
     0.03%  translator  perf-29433.map       [.] src_0x11928c
     0.03%  translator  perf-29433.map       [.] src_0x29fd50
     0.03%  translator  perf-29433.map       [.] src_0x1190bc
     0.03%  translator  perf-29433.map       [.] src_0x95ac4
     0.03%  translator  perf-29433.map       [.] src_0x19bd38
     0.03%  translator  perf-29433.map       [.] src_0x19bd68
     0.03%  translator  perf-29433.map       [.] src_0x604a4
     0.03%  translator  perf-29433.map       [.] src_0x19bb1c
     0.03%  translator  perf-29433.map       [.] src_0x195148
     0.03%  translator  perf-29433.map       [.] src_0x193a58
     0.03%  translator  perf-29433.map       [.] src_0x19bdfc
     0.03%  translator  perf-29433.map       [.] src_0x29fcc8
     0.03%  translator  perf-29433.map       [.] src_0x19c010
     0.03%  translator  perf-29433.map       [.] src_0x19bb70
     0.03%  translator  perf-29433.map       [.] src_0x1190d4
     0.03%  translator  perf-29433.map       [.] src_0x19a550
     0.03%  translator  perf-29433.map       [.] src_0x19b9dc
     0.03%  translator  perf-29433.map       [.] src_0x184558
     0.03%  translator  perf-29433.map       [.] src_0x6042c
     0.03%  translator  perf-29433.map       [.] src_0x2a3f98
     0.03%  translator  perf-29433.map       [.] src_0x195150
     0.03%  translator  [kernel.kallsyms]    [k] update_blocked_averages
     0.03%  translator  perf-29433.map       [.] src_0x18a61c
     0.03%  translator  perf-29433.map       [.] src_0x19a434
     0.03%  translator  perf-29433.map       [.] src_0x19ba38
     0.03%  translator  perf-29433.map       [.] src_0x29eac8
     0.03%  translator  perf-29433.map       [.] src_0x193888
     0.03%  translator  perf-29433.map       [.] src_0x19bcc8
     0.03%  translator  perf-29433.map       [.] src_0x184530
     0.03%  translator  perf-29433.map       [.] src_0x5e360
     0.03%  translator  perf-29433.map       [.] src_0x192c30
     0.03%  translator  perf-29433.map       [.] src_0x603dc
     0.03%  translator  perf-29433.map       [.] src_0x199674
     0.03%  translator  perf-29433.map       [.] src_0x29fe0c
     0.03%  translator  perf-29433.map       [.] src_0x2d540
     0.03%  translator  perf-29433.map       [.] src_0x19bb38
     0.03%  translator  perf-29433.map       [.] src_0x29fe04
     0.03%  translator  perf-29433.map       [.] src_0x19ba1c
     0.03%  translator  perf-29433.map       [.] src_0x6049c
     0.03%  translator  perf-29433.map       [.] src_0x18a5e0
     0.03%  translator  perf-29433.map       [.] src_0x29eb8c
     0.03%  translator  perf-29433.map       [.] src_0x1938a8
     0.03%  translator  perf-29433.map       [.] src_0x19ba00
     0.03%  translator  perf-29433.map       [.] src_0x19e134
     0.03%  translator  perf-29433.map       [.] src_0x4d7cc
     0.03%  translator  perf-29433.map       [.] src_0x604bc
     0.03%  translator  perf-29433.map       [.] src_0x19ba24
     0.02%  translator  perf-29433.map       [.] src_0x193968
     0.02%  translator  perf-29433.map       [.] src_0x19bcc0
     0.02%  translator  perf-29433.map       [.] src_0x1a9fe0
     0.02%  translator  perf-29433.map       [.] src_0x189d60
     0.02%  translator  perf-29433.map       [.] src_0x19bc7c
     0.02%  translator  perf-29433.map       [.] src_0x2a3fa4
     0.02%  translator  perf-29433.map       [.] src_0x11925c
     0.02%  translator  perf-29433.map       [.] src_0x2a2140
     0.02%  translator  perf-29433.map       [.] src_0x9ded8
     0.02%  translator  perf-29433.map       [.] src_0x2a3f44
     0.02%  translator  perf-29433.map       [.] src_0x183638
     0.02%  translator  perf-29433.map       [.] src_0x19b9e0
     0.02%  translator  perf-29433.map       [.] src_0x1190ec
     0.02%  translator  perf-29433.map       [.] src_0x19e11c
     0.02%  translator  perf-29433.map       [.] src_0x194684
     0.02%  translator  perf-29433.map       [.] src_0x19bde4
     0.02%  translator  perf-29433.map       [.] src_0x1158a8
     0.02%  translator  perf-29433.map       [.] src_0x1190d0
     0.02%  translator  perf-29433.map       [.] src_0x199600
     0.02%  translator  perf-29433.map       [.] src_0x193894
     0.02%  translator  perf-29433.map       [.] src_0x19e0f4
     0.02%  translator  perf-29433.map       [.] src_0x19b9ec
     0.02%  translator  perf-29433.map       [.] src_0x1995b8
     0.02%  translator  perf-29433.map       [.] src_0x2a3f68
     0.02%  translator  perf-29433.map       [.] src_0x1995ec
     0.02%  translator  perf-29433.map       [.] src_0x19bf40
     0.02%  translator  perf-29433.map       [.] src_0x4bd50
     0.02%  translator  perf-29433.map       [.] src_0x18452c
     0.02%  translator  perf-29433.map       [.] src_0x60438
     0.02%  translator  perf-29433.map       [.] src_0x60494
     0.02%  translator  perf-29433.map       [.] src_0x61510
     0.02%  translator  perf-29433.map       [.] src_0x1158e4
     0.02%  translator  perf-29433.map       [.] src_0x1938c8
     0.02%  translator  perf-29433.map       [.] src_0x1192a0
     0.02%  translator  perf-29433.map       [.] src_0x189d5c
     0.02%  translator  perf-29433.map       [.] src_0x19e124
     0.02%  translator  perf-29433.map       [.] src_0x2a1a70
     0.02%  translator  perf-29433.map       [.] src_0x19e128
     0.02%  translator  [kernel.kallsyms]    [k] __softirqentry_text_start
     0.02%  translator  perf-29433.map       [.] src_0x19e110
     0.02%  translator  perf-29433.map       [.] src_0x2a0678
     0.02%  translator  perf-29433.map       [.] src_0x29fda0
     0.02%  translator  perf-29433.map       [.] src_0x19f484
     0.02%  translator  [kernel.kallsyms]    [k] native_write_msr
