# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10M of event 'cycles:ppp'
# Event count (approx.): 17436254619585
#
# Overhead  Command     Shared Object      Symbol                                        
# ........  ..........  .................  ..............................................
#
     0.00%  translator  [kernel.kallsyms]  [k] _raw_spin_unlock_irqrestore
     0.00%  translator  perf-32261.map     [.] src_0x18620
     0.00%  translator  perf-32261.map     [.] src_0x186b4
     0.00%  translator  perf-32261.map     [.] src_0x1b41c
     0.00%  translator  [kernel.kallsyms]  [k] do_syscall_64
     0.00%  translator  [kernel.kallsyms]  [k] __bitmap_and
     0.00%  translator  perf-32261.map     [.] src_0x18628
     0.00%  translator  perf-32261.map     [.] src_0x16b08
     0.00%  translator  perf-32261.map     [.] src_0x156ec
     0.00%  translator  perf-32261.map     [.] src_0x18070
     0.00%  translator  perf-32261.map     [.] src_0x17b70
     0.00%  translator  perf-32261.map     [.] src_0x18634
     0.00%  translator  [kernel.kallsyms]  [k] tick_sched_handle
     0.00%  translator  perf-32261.map     [.] src_0x1d490
     0.00%  translator  perf-32261.map     [.] src_0x1da84
     0.00%  translator  perf-32261.map     [.] src_0x1dfdc
     0.00%  translator  perf-32261.map     [.] src_0x15758
     0.00%  translator  perf-32261.map     [.] src_0x1b1f4
     0.00%  translator  perf-32261.map     [.] src_0x18480
     0.00%  translator  perf-32261.map     [.] src_0x17a0c
     0.00%  translator  perf-32261.map     [.] src_0x183ec
     0.00%  translator  [kernel.kallsyms]  [k] page_fault
     0.00%  translator  [kernel.kallsyms]  [k] page_counter_try_charge
     0.00%  translator  [kernel.kallsyms]  [k] __netif_schedule
     0.00%  translator  [kernel.kallsyms]  [k] rebalance_domains
     0.00%  translator  perf-32261.map     [.] src_0x1b248
     0.00%  translator  perf-32261.map     [.] src_0x15fa8
     0.00%  translator  perf-32261.map     [.] src_0x1ef18
     0.00%  translator  perf-32261.map     [.] src_0x156f8
     0.00%  translator  perf-32261.map     [.] src_0x1a2d4
     0.00%  translator  perf-32261.map     [.] src_0x17b90
     0.00%  translator  perf-32261.map     [.] src_0x182dc
     0.00%  translator  [kernel.kallsyms]  [k] native_apic_mem_write
     0.00%  translator  [kernel.kallsyms]  [k] irq_enter
     0.00%  translator  [kernel.kallsyms]  [k] neigh_timer_handler
     0.00%  translator  [kernel.kallsyms]  [k] __internal_add_timer
     0.00%  translator  perf-32261.map     [.] src_0x1d130
     0.00%  translator  perf-32261.map     [.] src_0x1da78
     0.00%  translator  perf-32261.map     [.] src_0x1b47c
     0.00%  translator  perf-32261.map     [.] src_0x1a7c0
     0.00%  translator  perf-32261.map     [.] src_0x16ca0
     0.00%  translator  [kernel.kallsyms]  [k] uncharge_page
     0.00%  translator  [kernel.kallsyms]  [k] free_unref_page_commit
     0.00%  translator  perf-32261.map     [.] src_0x18b54
     0.00%  translator  perf-32261.map     [.] src_0x21444
     0.00%  translator  perf-32261.map     [.] src_0x16904
     0.00%  translator  perf-32261.map     [.] src_0x18190
     0.00%  translator  [kernel.kallsyms]  [k] __entry_trampoline_start
     0.00%  translator  [kernel.kallsyms]  [k] update_process_times
     0.00%  translator  [kernel.kallsyms]  [k] mem_cgroup_commit_charge
     0.00%  translator  [kernel.kallsyms]  [k] get_task_policy.part.31
     0.00%  translator  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.00%  translator  [kernel.kallsyms]  [k] rcu_check_callbacks
     0.00%  translator  perf-32261.map     [.] src_0x1e0e4
     0.00%  translator  perf-32261.map     [.] src_0x15788
     0.00%  translator  perf-32261.map     [.] src_0x1b3e0
     0.00%  translator  perf-32261.map     [.] src_0x1e14c
     0.00%  translator  [kernel.kallsyms]  [k] mem_cgroup_update_lru_size
     0.00%  translator  perf-32261.map     [.] src_0x180a4
     0.00%  translator  perf-32261.map     [.] src_0x1b2ac
     0.00%  translator  perf-32261.map     [.] src_0x17fe4
     0.00%  translator  perf-32261.map     [.] src_0x182c8
     0.00%  translator  perf-32261.map     [.] src_0x1b2cc
     0.00%  translator  perf-32261.map     [.] src_0x18600
     0.00%  translator  [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  translator  [kernel.kallsyms]  [k] rb_insert_color
     0.00%  translator  [kernel.kallsyms]  [k] __schedule
     0.00%  translator  [kernel.kallsyms]  [k] hrtimer_active
     0.00%  translator  [kernel.kallsyms]  [k] _vm_normal_page
     0.00%  translator  perf-32261.map     [.] src_0x15720
     0.00%  translator  perf-32261.map     [.] src_0x1cc88
     0.00%  translator  perf-32261.map     [.] src_0x15584
     0.00%  translator  perf-32261.map     [.] src_0x1d254
     0.00%  translator  perf-32261.map     [.] src_0x1692c
     0.00%  translator  perf-32261.map     [.] src_0x1645c
     0.00%  translator  perf-32261.map     [.] src_0x18288
     0.00%  translator  perf-32261.map     [.] src_0x1b504
     0.00%  translator  perf-32261.map     [.] src_0x1b26c
     0.00%  translator  perf-32261.map     [.] src_0x1b4a4
     0.00%  translator  perf-32261.map     [.] src_0x155d0
     0.00%  translator  [kernel.kallsyms]  [k] pmd_devmap_trans_unstable
     0.00%  translator  [kernel.kallsyms]  [k] up_read
     0.00%  translator  [kernel.kallsyms]  [k] __perf_event_task_sched_out
     0.00%  translator  perf-32261.map     [.] src_0x1f4c8
     0.00%  translator  perf-32261.map     [.] src_0x1b4fc
     0.00%  translator  perf-32261.map     [.] src_0x1861c
     0.00%  translator  [kernel.kallsyms]  [k] crc32c_pcl_intel_update
     0.00%  translator  [kernel.kallsyms]  [k] vmacache_find
     0.00%  translator  [kernel.kallsyms]  [k] free_unref_page_prepare.part.65
     0.00%  translator  [kernel.kallsyms]  [k] retint_user
     0.00%  translator  [kernel.kallsyms]  [k] _raw_spin_trylock
     0.00%  translator  [kernel.kallsyms]  [k] clocksource_watchdog
     0.00%  translator  perf-32261.map     [.] src_0x1b268
     0.00%  translator  [kernel.kallsyms]  [k] cpuacct_account_field
     0.00%  translator  perf-32261.map     [.] src_0x1d768
     0.00%  translator  perf-32261.map     [.] src_0x17b74
     0.00%  translator  perf-32261.map     [.] src_0x16954
     0.00%  translator  [kernel.kallsyms]  [k] update_curr
     0.00%  translator  [kernel.kallsyms]  [k] update_cfs_group
     0.00%  translator  [tg3]              [k] tg3_poll_work
     0.00%  translator  perf-32261.map     [.] src_0x18080
     0.00%  translator  [kernel.kallsyms]  [k] free_pages_and_swap_cache
     0.00%  translator  [kernel.kallsyms]  [k] do_page_fault
     0.00%  translator  [kernel.kallsyms]  [k] __page_set_anon_rmap
     0.00%  translator  [kernel.kallsyms]  [k] __inc_numa_state
     0.00%  translator  [kernel.kallsyms]  [k] pmd_pfn
     0.00%  translator  [kernel.kallsyms]  [k] cpu_load_update
     0.00%  translator  perf-32261.map     [.] src_0x18608
     0.00%  translator  perf-32261.map     [.] src_0x156fc
     0.00%  translator  perf-32261.map     [.] src_0x1df30
     0.00%  translator  perf-32261.map     [.] src_0x1b51c
     0.00%  translator  [kernel.kallsyms]  [k] free_pcp_prepare
     0.00%  translator  [kernel.kallsyms]  [k] find_vma
     0.00%  translator  [kernel.kallsyms]  [k] rcu_all_qs
     0.00%  translator  [kernel.kallsyms]  [k] pmd_page_vaddr
     0.00%  translator  [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.00%  translator  [kernel.kallsyms]  [k] mem_cgroup_charge_statistics
     0.00%  translator  [kernel.kallsyms]  [k] free_unref_page_list
     0.00%  translator  [kernel.kallsyms]  [k] update_wall_time
     0.00%  translator  [kernel.kallsyms]  [k] task_tick_fair
     0.00%  translator  [kernel.kallsyms]  [k] update_group_capacity
     0.00%  translator  perf-32261.map     [.] src_0x1e4d0
     0.00%  translator  perf-32261.map     [.] src_0x19a08
     0.00%  translator  perf-32261.map     [.] src_0x1ca60
     0.00%  translator  perf-32261.map     [.] src_0x16234
     0.00%  translator  perf-32261.map     [.] src_0x1cd40
     0.00%  translator  translator         [.] fe_enc64_impl
     0.00%  translator  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.23
     0.00%  translator  [kernel.kallsyms]  [k] __intel_pmu_disable_all
     0.00%  translator  [kernel.kallsyms]  [k] plist_del
     0.00%  translator  [kernel.kallsyms]  [k] rcu_report_qs_rnp
     0.00%  translator  [kernel.kallsyms]  [k] find_next_bit
     0.00%  translator  [kernel.kallsyms]  [k] tick_sched_do_timer
     0.00%  translator  perf-32261.map     [.] src_0x19a5c
     0.00%  translator  perf-32261.map     [.] src_0x1a0b0
     0.00%  translator  perf-32261.map     [.] src_0x13a00
     0.00%  translator  perf-32261.map     [.] src_0x1b4ec
     0.00%  translator  perf-32261.map     [.] src_0x1c478
     0.00%  translator  perf-32261.map     [.] src_0x17c5c
     0.00%  translator  perf-32261.map     [.] src_0x18244
     0.00%  translator  [kernel.kallsyms]  [k] ext4_inode_csum.isra.57
     0.00%  translator  [kernel.kallsyms]  [k] __dec_node_state
     0.00%  translator  [ip_tables]        [k] ipt_do_table
     0.00%  translator  [kernel.kallsyms]  [k] rcu_accelerate_cbs
     0.00%  translator  perf-32261.map     [.] src_0x1d148
     0.00%  translator  [kernel.kallsyms]  [k] wake_up_nohz_cpu
     0.00%  translator  [kernel.kallsyms]  [k] calc_wheel_index
     0.00%  translator  perf-32261.map     [.] src_0x13c34
     0.00%  translator  perf-32261.map     [.] src_0x1b480
     0.00%  translator  perf-32261.map     [.] src_0x1572c
     0.00%  translator  perf-32261.map     [.] src_0x1e83c
     0.00%  translator  perf-32261.map     [.] src_0x13c70
     0.00%  translator  perf-32261.map     [.] src_0x1e288
     0.00%  translator  perf-32261.map     [.] src_0x13c68
     0.00%  translator  perf-32261.map     [.] src_0x18290
     0.00%  translator  perf-32261.map     [.] src_0x19654
     0.00%  translator  [kernel.kallsyms]  [k] _cond_resched
     0.00%  translator  [kernel.kallsyms]  [k] start_this_handle
     0.00%  translator  [kernel.kallsyms]  [k] memcg_check_events
     0.00%  translator  [kernel.kallsyms]  [k] policy_nodemask
     0.00%  translator  [kvm]              [k] pvclock_gtod_notify
     0.00%  translator  [kernel.kallsyms]  [k] netlink_broadcast_filtered
     0.00%  translator  perf-32261.map     [.] src_0x1e6e8
     0.00%  translator  perf-32261.map     [.] src_0x35550
     0.00%  translator  perf-32261.map     [.] src_0x1cb94
     0.00%  translator  [bonding]          [k] bond_3ad_lacpdu_recv
     0.00%  translator  perf-32261.map     [.] src_0x16224
     0.00%  translator  perf-32261.map     [.] src_0x1699c
     0.00%  translator  perf-32261.map     [.] src_0x1577c
     0.00%  translator  perf-32261.map     [.] src_0x1a0ac
     0.00%  translator  perf-32261.map     [.] src_0x16034
     0.00%  translator  perf-32261.map     [.] src_0x13f38
     0.00%  translator  perf-32261.map     [.] src_0x1b52c
     0.00%  translator  perf-32261.map     [.] src_0x212c8
     0.00%  translator  perf-32261.map     [.] src_0x15e48
     0.00%  translator  perf-32261.map     [.] src_0x1b13c
     0.00%  translator  perf-32261.map     [.] src_0x1b540
     0.00%  translator  perf-32261.map     [.] src_0x1ebdc
     0.00%  translator  [kernel.kallsyms]  [k] get_vma_policy.part.35
     0.00%  translator  [kernel.kallsyms]  [k] pfn_pte
     0.00%  translator  [kernel.kallsyms]  [k] cgroup_cpu_stat_updated
     0.00%  translator  [kernel.kallsyms]  [k] reweight_entity
     0.00%  translator  [kernel.kallsyms]  [k] do_timer
     0.00%  translator  [kernel.kallsyms]  [k] cpuacct_charge
     0.00%  translator  [kernel.kallsyms]  [k] put_prev_task_fair
     0.00%  translator  [kernel.kallsyms]  [k] net_tx_action
     0.00%  translator  [tg3]              [k] tg3_start_xmit
     0.00%  translator  [kernel.kallsyms]  [k] tcp_delack_timer_handler
     0.00%  translator  [kernel.kallsyms]  [k] kmem_cache_alloc
     0.00%  translator  perf-32261.map     [.] src_0x1bf40
     0.00%  translator  [kernel.kallsyms]  [k] handle_irq
     0.00%  translator  perf-32261.map     [.] src_0x15768
     0.00%  translator  perf-32261.map     [.] src_0x17e44
     0.00%  translator  perf-32261.map     [.] src_0x19568
     0.00%  translator  perf-32261.map     [.] src_0x1d144
     0.00%  translator  [tg3]              [k] tg3_msi_1shot
     0.00%  translator  perf-32261.map     [.] src_0x18138
     0.00%  translator  perf-32261.map     [.] src_0x15594
     0.00%  translator  perf-32261.map     [.] src_0x1759c
     0.00%  translator  [kernel.kallsyms]  [k] account_user_time
     0.00%  translator  perf-32261.map     [.] src_0x157ac
     0.00%  translator  perf-32261.map     [.] src_0x15770
     0.00%  translator  [kernel.kallsyms]  [k] __acct_update_integrals
     0.00%  translator  [kernel.kallsyms]  [k] kmem_cache_free
     0.00%  translator  [kernel.kallsyms]  [k] ext4_file_write_iter
     0.00%  translator  [kernel.kallsyms]  [k] __get_vma_policy
     0.00%  translator  [kernel.kallsyms]  [k] jbd2_journal_stop
     0.00%  translator  [kernel.kallsyms]  [k] raise_softirq
     0.00%  translator  [kernel.kallsyms]  [k] intel_tfa_pmu_enable_all
     0.00%  translator  [kernel.kallsyms]  [k] flat_send_IPI_mask
     0.00%  translator  [kernel.kallsyms]  [k] put_prev_entity
     0.00%  translator  [kernel.kallsyms]  [k] calc_global_load_tick
     0.00%  translator  [kernel.kallsyms]  [k] irq_work_tick
     0.00%  translator  [kernel.kallsyms]  [k] update_vsyscall
     0.00%  translator  [kernel.kallsyms]  [k] tcp_delack_timer
     0.00%  translator  [kernel.kallsyms]  [k] __dev_queue_xmit
     0.00%  translator  [kernel.kallsyms]  [k] call_timer_fn
     0.00%  translator  [kernel.kallsyms]  [k] select_task_rq_fair
     0.00%  translator  [sch_fq_codel]     [k] fq_codel_dequeue
     0.00%  translator  [kernel.kallsyms]  [k] sha_transform
     0.00%  translator  [kernel.kallsyms]  [k] native_read_msr
     0.00%  translator  [kernel.kallsyms]  [k] pfifo_fast_dequeue
     0.00%  translator  perf-32261.map     [.] src_0x23f1c
     0.00%  translator  perf-32261.map     [.] src_0x16110
     0.00%  translator  perf-32261.map     [.] src_0x23bfc
     0.00%  translator  [bonding]          [k] bond_handle_frame
     0.00%  translator  perf-32261.map     [.] src_0x175a8
     0.00%  translator  perf-32261.map     [.] src_0x21dd0
     0.00%  translator  perf-32261.map     [.] src_0x48f98
     0.00%  translator  perf-32261.map     [.] src_0x21504
     0.00%  translator  perf-32261.map     [.] src_0x16180
     0.00%  translator  perf-32261.map     [.] src_0x363a0
     0.00%  translator  perf-32261.map     [.] src_0x1b568
     0.00%  translator  perf-32261.map     [.] src_0x1b11c
     0.00%  translator  perf-32261.map     [.] src_0x1f38c
     0.00%  translator  perf-32261.map     [.] src_0x354a4
     0.00%  translator  perf-32261.map     [.] src_0x15730
     0.00%  translator  perf-32261.map     [.] src_0x48f70
     0.00%  translator  perf-32261.map     [.] src_0x1db90
     0.00%  translator  [kernel.kallsyms]  [k] crypto_shash_update
     0.00%  translator  perf-32261.map     [.] src_0x15d98
     0.00%  translator  translator         [.] parse_block.part.2
     0.00%  translator  [kernel.kallsyms]  [k] __ext4_get_inode_loc
     0.00%  translator  perf-32261.map     [.] src_0x35d6c
     0.00%  translator  perf-32261.map     [.] src_0x22bbc
     0.00%  translator  perf-32261.map     [.] src_0x35d48
     0.00%  translator  [kernel.kallsyms]  [k] unlock_page
     0.00%  translator  [kernel.kallsyms]  [k] __radix_tree_lookup
     0.00%  translator  [kernel.kallsyms]  [k] vfs_write
     0.00%  translator  translator         [.] reg_to_alias
     0.00%  translator  [kernel.kallsyms]  [k] ext4_da_write_begin
     0.00%  translator  [kernel.kallsyms]  [k] __block_commit_write.isra.34
     0.00%  translator  [kernel.kallsyms]  [k] ext4_do_update_inode
     0.00%  translator  [kernel.kallsyms]  [k] mem_cgroup_page_lruvec
     0.00%  translator  [kernel.kallsyms]  [k] sched_avg_update
     0.00%  translator  [kernel.kallsyms]  [k] pick_next_task_stop
     0.00%  translator  [kernel.kallsyms]  [k] cpu_load_update_active
     0.00%  translator  [kernel.kallsyms]  [k] mem_cgroup_uncharge_list
     0.00%  translator  [kernel.kallsyms]  [k] __cgroup_account_cputime_field
     0.00%  translator  [kernel.kallsyms]  [k] rb_erase
     0.00%  translator  [kernel.kallsyms]  [k] probe_sched_switch
     0.00%  translator  [kernel.kallsyms]  [k] _flat_send_IPI_mask
     0.00%  translator  [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.00%  translator  [kernel.kallsyms]  [k] rcu_segcblist_pend_cbs
     0.00%  translator  [kernel.kallsyms]  [k] tsc_cs_tick_stable
     0.00%  translator  [kernel.kallsyms]  [k] netif_schedule_queue
     0.00%  translator  [kernel.kallsyms]  [k] mod_timer
     0.00%  translator  [kernel.kallsyms]  [k] sched_clock_cpu
     0.00%  translator  [kernel.kallsyms]  [k] sched_clock
     0.00%  translator  [kernel.kallsyms]  [k] irq_work_run_list
     0.00%  translator  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.00%  translator  [kernel.kallsyms]  [k] rcu_segcblist_future_gp_needed
     0.00%  translator  [kernel.kallsyms]  [k] __alloc_skb
     0.00%  translator  [kernel.kallsyms]  [k] rcu_segcblist_ready_cbs
     0.00%  translator  [kernel.kallsyms]  [k] handle_edge_irq
     0.00%  translator  [kernel.kallsyms]  [k] tcp_established_options
     0.00%  translator  [kernel.kallsyms]  [k] find_first_bit
     0.00%  translator  perf-32261.map     [.] src_0x1e4c8
     0.00%  translator  [tg3]              [k] tg3_recycle_rx.isra.40
     0.00%  translator  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.00%  translator  [kernel.kallsyms]  [k] common_interrupt
     0.00%  translator  [kernel.kallsyms]  [k] __queue_work
     0.00%  translator  perf-32261.map     [.] src_0x19a4c
     0.00%  translator  [xt_conntrack]     [k] conntrack_mt_v3
     0.00%  translator  [kernel.kallsyms]  [k] net_rx_action
     0.00%  translator  [kernel.kallsyms]  [k] dev_gro_receive
     0.00%  translator  perf-32261.map     [.] src_0x4035c
     0.00%  translator  perf-32261.map     [.] src_0x13a18
     0.00%  translator  perf-32261.map     [.] src_0x1cb9c
     0.00%  translator  perf-32261.map     [.] src_0x21470
     0.00%  translator  perf-32261.map     [.] src_0x36384
     0.00%  translator  perf-32261.map     [.] src_0x1efa4
     0.00%  translator  perf-32261.map     [.] src_0x3ec84
     0.00%  translator  perf-32261.map     [.] src_0x35444
     0.00%  translator  perf-32261.map     [.] src_0x36350
     0.00%  translator  perf-32261.map     [.] src_0x3e688
     0.00%  translator  perf-32261.map     [.] src_0x35d34
     0.00%  translator  perf-32261.map     [.] src_0x1b438
     0.00%  translator  perf-32261.map     [.] src_0x172c0
     0.00%  translator  perf-32261.map     [.] src_0x35d98
     0.00%  translator  [kernel.kallsyms]  [k] napi_complete_done
     0.00%  translator  perf-32261.map     [.] src_0x1cf90
     0.00%  translator  [kernel.kallsyms]  [k] up_write
     0.00%  translator  perf-32261.map     [.] src_0x1b2d8
     0.00%  translator  perf-32261.map     [.] src_0x1fb08
     0.00%  translator  perf-32261.map     [.] src_0x36f5c
     0.00%  translator  perf-32261.map     [.] src_0x2002c
     0.00%  translator  perf-32261.map     [.] src_0x36364
     0.00%  translator  [kernel.kallsyms]  [k] __netif_receive_skb_core
     0.00%  translator  perf-32261.map     [.] src_0x1ee34
     0.00%  translator  perf-32261.map     [.] src_0x3ec64
     0.00%  translator  perf-32261.map     [.] src_0x3916c
     0.00%  translator  [kernel.kallsyms]  [k] native_read_msr_safe
     0.00%  translator  perf-32261.map     [.] src_0x35d78
     0.00%  translator  perf-32261.map     [.] src_0x49070
     0.00%  translator  perf-32261.map     [.] src_0x36040
     0.00%  translator  perf-32261.map     [.] src_0x36354
     0.00%  translator  [kernel.kallsyms]  [k] __vma_adjust
     0.00%  translator  [kernel.kallsyms]  [k] mark_page_accessed
     0.00%  translator  [kernel.kallsyms]  [k] __mark_inode_dirty
     0.00%  translator  [kernel.kallsyms]  [k] error_exit
     0.00%  translator  translator         [.] set_cache_entry
     0.00%  translator  [kernel.kallsyms]  [k] sys_write
     0.00%  translator  [kernel.kallsyms]  [k] jbd2__journal_start
     0.00%  translator  [kernel.kallsyms]  [k] jbd2_journal_dirty_metadata
     0.00%  translator  [kernel.kallsyms]  [k] pick_next_task_rt
     0.00%  translator  [kernel.kallsyms]  [k] exit_to_usermode_loop
     0.00%  translator  [kernel.kallsyms]  [k] __remove_hrtimer
     0.00%  translator  [kernel.kallsyms]  [k] notifier_call_chain
     0.00%  translator  [kernel.kallsyms]  [k] calc_global_load
     0.00%  translator  [kernel.kallsyms]  [k] check_cfs_rq_runtime
     0.00%  translator  [kernel.kallsyms]  [k] prefetch_freepointer
     0.00%  translator  [kernel.kallsyms]  [k] housekeeping_cpumask
     0.00%  translator  [kernel.kallsyms]  [k] ctx_sched_out
     0.00%  translator  [kernel.kallsyms]  [k] chacha20_block
     0.00%  translator  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  translator  [kernel.kallsyms]  [k] __x86_indirect_thunk_r14
     0.00%  translator  [kernel.kallsyms]  [k] page_frag_free
     0.00%  translator  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.00%  translator  [kernel.kallsyms]  [k] finish_task_switch
     0.00%  translator  [kernel.kallsyms]  [k] __tcp_send_ack.part.39
     0.00%  translator  [kernel.kallsyms]  [k] extract_crng
     0.00%  translator  [kernel.kallsyms]  [k] prandom_seed
     0.00%  translator  [kernel.kallsyms]  [k] activate_task
     0.00%  translator  [kernel.kallsyms]  [k] rtnl_notify
     0.00%  translator  [nf_conntrack]     [k] nf_ct_deliver_cached_events
     0.00%  translator  [nf_conntrack]     [k] tcp_packet
     0.00%  translator  perf-32261.map     [.] src_0x367d4
     0.00%  translator  [iptable_mangle]   [k] iptable_mangle_hook
     0.00%  translator  perf-32261.map     [.] src_0x1fb44
     0.00%  translator  [kernel.kallsyms]  [k] validate_xmit_skb
     0.00%  translator  [nf_conntrack]     [k] nf_conntrack_in
     0.00%  translator  perf-32261.map     [.] src_0x1dc2c
     0.00%  translator  [kernel.kallsyms]  [k] __tcp_transmit_skb
     0.00%  translator  [kernel.kallsyms]  [k] __slab_free
     0.00%  translator  [kernel.kallsyms]  [k] __sk_mem_reduce_allocated
     0.00%  translator  [kernel.kallsyms]  [k] update_rq_clock
     0.00%  translator  perf-32261.map     [.] src_0x35434
     0.00%  translator  [kernel.kallsyms]  [k] eth_type_trans
     0.00%  translator  [kernel.kallsyms]  [k] timekeeping_update
     0.00%  translator  [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.00%  translator  [kernel.kallsyms]  [k] netdev_pick_tx
     0.00%  translator  [kernel.kallsyms]  [k] account_entity_dequeue
     0.00%  translator  [kernel.kallsyms]  [k] __calc_delta
     0.00%  translator  [nf_conntrack]     [k] hash_conntrack_raw
     0.00%  translator  [ip_vs]            [k] ip_vs_out
     0.00%  translator  perf-32261.map     [.] src_0x21b4c
     0.00%  translator  [kernel.kallsyms]  [k] ksize
     0.00%  translator  [kernel.kallsyms]  [k] ring_buffer_record_is_on
     0.00%  translator  [kernel.kallsyms]  [k] _extract_crng
     0.00%  translator  [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%  translator  [kernel.kallsyms]  [k] __dec_node_page_state
     0.00%  translator  perf-32261.map     [.] src_0x1ce5c
     0.00%  translator  [nf_conntrack]     [k] tcp_in_window
     0.00%  translator  perf-32261.map     [.] src_0x35d8c
     0.00%  translator  [kernel.kallsyms]  [k] do_IRQ
     0.00%  translator  perf-32261.map     [.] src_0x17e94
     0.00%  translator  perf-32261.map     [.] src_0x353c4
     0.00%  translator  perf-32261.map     [.] src_0x2cb68
     0.00%  translator  perf-32261.map     [.] src_0x16260
     0.00%  translator  perf-32261.map     [.] src_0x21da0
     0.00%  translator  perf-32261.map     [.] src_0x3547c
     0.00%  translator  perf-32261.map     [.] src_0x356a0
     0.00%  translator  perf-32261.map     [.] src_0x37774
     0.00%  translator  [kernel.kallsyms]  [k] __build_skb
     0.00%  translator  perf-32261.map     [.] src_0x1ff34
     0.00%  translator  perf-32261.map     [.] src_0x3d530
     0.00%  translator  perf-32261.map     [.] src_0x1f924
     0.00%  translator  perf-32261.map     [.] src_0x1afb0
     0.00%  translator  [kernel.kallsyms]  [k] napi_gro_receive
     0.00%  translator  [tg3]              [k] tg3_send_ape_heartbeat
     0.00%  translator  perf-32261.map     [.] src_0x1cb14
     0.00%  translator  perf-32261.map     [.] src_0x1c180
     0.00%  translator  [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.00%  translator  perf-32261.map     [.] src_0x354ec
     0.00%  translator  perf-32261.map     [.] src_0x1cd88
     0.00%  translator  [kernel.kallsyms]  [k] memcpy_erms
     0.00%  translator  [bonding]          [k] ad_rx_machine
     0.00%  translator  perf-32261.map     [.] src_0x197a8
     0.00%  translator  perf-32261.map     [.] src_0x1cf70
     0.00%  translator  perf-32261.map     [.] src_0x1d84c
     0.00%  translator  perf-32261.map     [.] src_0x1f930
     0.00%  translator  perf-32261.map     [.] src_0x14098
     0.00%  translator  [kernel.kallsyms]  [k] lru_add_drain_cpu
     0.00%  translator  [tg3]              [k] tg3_poll_msix
     0.00%  translator  perf-32261.map     [.] src_0x19748
     0.00%  translator  [kernel.kallsyms]  [k] __mnt_want_write_file
     0.00%  translator  [kernel.kallsyms]  [k] iov_iter_fault_in_readable
     0.00%  translator  perf-32261.map     [.] src_0x21dac
     0.00%  translator  perf-32261.map     [.] src_0x1fe04
     0.00%  translator  perf-32261.map     [.] src_0x18f98
     0.00%  translator  perf-32261.map     [.] src_0x152cc
     0.00%  translator  perf-32261.map     [.] src_0x3569c
     0.00%  translator  [kernel.kallsyms]  [k] __fsnotify_parent
     0.00%  translator  [kernel.kallsyms]  [k] common_file_perm
     0.00%  translator  perf-32261.map     [.] src_0x15680
     0.00%  translator  perf-32261.map     [.] src_0x21b64
     0.00%  translator  perf-32261.map     [.] src_0x1e4b0
     0.00%  translator  [kernel.kallsyms]  [k] arch_get_unmapped_area_topdown
     0.00%  translator  [kernel.kallsyms]  [k] _mix_pool_bytes
     0.00%  translator  perf-32261.map     [.] src_0x13b74
     0.00%  translator  perf-32261.map     [.] src_0x21c00
     0.00%  translator  perf-32261.map     [.] src_0x3546c
     0.00%  translator  perf-32261.map     [.] src_0x1fa9c
     0.00%  translator  perf-32261.map     [.] src_0x1cfa8
     0.00%  translator  perf-32261.map     [.] src_0x1c114
     0.00%  translator  perf-32261.map     [.] src_0x3e714
     0.00%  translator  perf-32261.map     [.] src_0x1b274
     0.00%  translator  perf-32261.map     [.] src_0x17f34
     0.00%  translator  perf-32261.map     [.] src_0x625a8
     0.00%  translator  perf-32261.map     [.] src_0x367d0
     0.00%  translator  perf-32261.map     [.] src_0x21dc4
     0.00%  translator  perf-32261.map     [.] src_0x197a0
     0.00%  translator  perf-32261.map     [.] src_0x1b42c
     0.00%  translator  perf-32261.map     [.] src_0x48f7c
     0.00%  translator  perf-32261.map     [.] src_0x1ec10
     0.00%  translator  perf-32261.map     [.] src_0x354dc
     0.00%  translator  perf-32261.map     [.] src_0x21c08
     0.00%  translator  [kernel.kallsyms]  [k] fsnotify
     0.00%  translator  translator         [.] translate_block
     0.00%  translator  [kernel.kallsyms]  [k] __ext4_journal_stop
     0.00%  translator  [kernel.kallsyms]  [k] current_kernel_time64
     0.00%  translator  [kernel.kallsyms]  [k] vma_gap_callbacks_rotate
     0.00%  translator  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%  translator  [kernel.kallsyms]  [k] __vma_link_rb
     0.00%  translator  perf-32261.map     [.] src_0x12360
     0.00%  translator  [kernel.kallsyms]  [k] generic_write_end
     0.00%  translator  [kernel.kallsyms]  [k] iov_iter_init
     0.00%  translator  [kernel.kallsyms]  [k] _raw_read_lock
     0.00%  translator  translator         [.] printf_driver.constprop.1
